,0,1,2
5388,ouray brewery,watson bros bistro brewery,86
5389,pend oreille brewery and grill,deka brewery,86
5390,pivara mb,sarajevska pivara,86
5391,russell brewing company,jack russell brewing company,95
5392,hofmark brauerei,gatzweiler brauerei dusseldorf,86
5393,rinkuskiai alaus darykloje,rinkuki371 aluas darykla,76
5394,lindenbrau am potsdamer platz,lindenbrau,90
5395,roth brewing company,worth brewing company,93
5396,blue mountain brewery,deka brewery,86
5397,aiken brewing company,marin brewing company,90
5398,bank top brewery,watson bros bistro brewery,86
5399,thomas caffrey brewing co,brewhouse at whistler high mountain brewing company,86
5400,brasserie distillerie du mont blanc,brasserie authentique,86
5401,renaissance brewing,boscos restaurant brewing co memphis,86
5402,white star brewery ltd,deka brewery,86
5403,microcerveceria gourmet calavera,szot microcerveceria,86
5404,roel brewery,watson bros bistro brewery,86
5405,ringnes bryggeri carlsberg,gotlands bryggeri,86
5406,exmoor ales limited,thomas hardy burtonwood limited,86
5407,beijing yanjing beer group corporation,niigata beer co,86
5408,cervejaria munique,companhia cervejaria brahma,86
5409,north peak brewing company,peak brewing company,95
5410,santa monica distillery excalibur brewing,walking man brewing co,86
5411,satsuma beer kk,the perfect pear cafe the vermont beer company,86
5412,the phoenix ale brewery,deka brewery,86
5413,milwaukee ale house,ale house,90
5414,kieler brauerei,gatzweiler brauerei dusseldorf,86
5415,privatbrauerei schwelm,privatbrauerei schweiger,87
5416,barrington brewery restaurant,deka brewery,86
5417,the twisted hop real ale brewpub,foundry ale works,86
5418,browar de brasil,brasserie de saintsylvestre,86
5419,queens wharf brewery,deka brewery,86
5420,pivoagro,pivovar groll,76
5421,cismontane brewing company,montana brewing company,90
5422,fire mountain brew house,brewhouse at whistler high mountain brewing company,86
5423,south hams brewery co ltd,deka brewery,86
5424,waldches brau gmbh,kiesel brau,86
5425,little creatures brewing company,little river brewing company,87
5426,renegade brewing company,ranga brewing company,89
5427,coopersmiths pub brewing,boscos restaurant brewing co memphis,86
5428,lowenbrau buttenheim,lowenbrau ag,86
5429,square one brewery,deka brewery,86
5430,brasserie artisanale de la divatte,brasserie authentique,86
5431,pagosa brewing co,whale gulch brewing company,86
5432,brasserie des trois frontieres,brasserie des trois fontaines,92
5433,monkey wizard brewery,deka brewery,86
5434,cervecera mexicana sa de cv,antarctica companhia brasileira de bebidas,86
5435,the noble pig brewhouse restaurant,brewhouse at whistler high mountain brewing company,86
5436,brasserie des vignes,brasserie des fagnes,90
5437,cerveza artesanal siete y 12,union de cervecerias peruanas backus y johnston,86
5438,stevens point brewery,deka brewery,86
5439,erie brewing co,fernie brewing co,94
5440,mad crow brewery grill,deka brewery,86
5441,watzdorfer traditions und spezialitatenbrauerei gmbh,spessart brauerei gmbh,86
5442,simonds farsons cisk plc,whitbread plc,86
5443,t hofbrouwerijke,brouwerij crombe t brouwershof,86
5444,bad homburger brauhaus graf zeppelin hofgut kronenhof,kronen brauhaus,86
5445,live oak brewing company,boscos restaurant brewing co memphis,86
5446,brauhaus lemke,brauhaus simon strasser,86
5447,mcguires irish pub of destin,mcguires irish pub,90
5448,richbrau brewing company,boscos restaurant brewing co memphis,86
5449,strand brewing co,santan brewing co,88
5450,braustolz gmbh,spessart brauerei gmbh,86
5451,red hill brewery,watson bros bistro brewery,86
5452,oxfordshire ales,ascot ales,86
5453,bristol brewing company,barrio brewing company,89
5454,propeller brewery,watson bros bistro brewery,86
5455,hopdog beerworks,beer works,86
5456,cascade brewing raccoon lodge brewpub,walking man brewing co,86
5457,bricktown brewery blackwater grill,bricktown brewery,90
5458,coniston brewing co ltd,boscos restaurant brewing co memphis,86
5459,flying bison brewing company,flying fish brewing company,91
5460,allgates brewery,watson bros bistro brewery,86
5461,rogues roost brew pub eatery,hogshead brew pub,86
5462,brasserie lefebvre sa,hellenic breweries of atalanti sa,86
5463,browar jab322onowo sc,browar kiper,86
5464,baying hound aleworks,a1a aleworks,86
5465,stadium brewing company,steam brewing company,91
5466,jessenhofke nv,grolsch bierbrouwerij nv,86
5467,weetwood ales,northern ales grocery,86
5468,brauerei keesmann,gatzweiler brauerei dusseldorf,86
5469,hanseatische brauerei rostock gmbh,spessart brauerei gmbh,86
5470,ring o bells brewery,deka brewery,86
5471,tailgate beer,the perfect pear cafe the vermont beer company,86
5472,berkeley alehouse pyramid breweries,boston breweries,86
5473,clockwork beer co the,boscos restaurant brewing co memphis,86
5474,mysore breweries limited,boston breweries,86
5475,brauerei aldersbach,gatzweiler brauerei dusseldorf,86
5476,lake placid craft brewing company,craft brewing company,90
5477,jahns brau,st georgs brau gmbh,86
5478,old chimneys brewery,deka brewery,86
5479,brauerei falken ag,gatzweiler brauerei dusseldorf,86
5480,branger alm,baisinger lowenbrauerei teufel gmbh,66
5481,sia piebalga alus,bruveris sia alus tirdzniecibas grupa,86
5482,brouwerij sterkens nv,arcense stoombierbouwerij hertog jan brouwerij,86
5483,mos place grill brewpub,monkey king brewery floribbean grill,86
5484,fischer s stiftungsbrau gmbh,kaltenberg international konig ludwig international gmbh cokg,86
5485,la ferme au chene,la grihete,86
5486,schlusselbrau privatbrauerei helmut bosch und schlusselkeller,privatbrauerei wurmhoringer,86
5487,gasthausbrauerei stanglbrau,martins brau erste freiburger gasthausbrauerei,86
5488,brauerei wieselburg brau union,kiesel brau,86
5489,endurance brewing company,brewhouse at whistler high mountain brewing company,86
5490,bullant brewery,watson bros bistro brewery,86
5491,ceres brewery royal unibrew,deka brewery,86
5492,grindstone brewing co,boscos restaurant brewing co memphis,86
5493,leatherbritches brewery,deka brewery,86
5494,desert edge brewery,deka brewery,86
5495,black star coop pub brewery,deka brewery,86
5496,crooked stave artisan beer project,niigata beer co,86
5497,cerveceria vegana sa,hellenic breweries of atalanti sa,86
5498,true south brewery,deka brewery,86
5499,birra del borgo,novecento fabbrica della birra,86
5500,huisbrouwerij klein duimpje,brouwerij straffe hendrik huisbrouwerij de halve maan,86
5501,avalon brewing,walking man brewing co,86
5502,brasseries du maroc,brasserie celtique du pen roc,86
5503,hood canal brewing,whale gulch brewing company,86
5504,brasserie an alarch,brasserie nationale bofferding,86
5505,brewdog,brewboys,67
5506,brouwerij de ranke,brouwerij de prael,89
5507,brasserie britt de bretagne,antarctica companhia brasileira de bebidas,86
5508,fargo brewing company,arbor brewing company,90
5509,emersons brewery,watson bros bistro brewery,86
5510,sanfords grub pub,harts pub rocks brewing co,86
5511,pacific western brewing company,pacific coast brewing company,87
5512,alamo beer co,walking man brewing co,86
5513,hilltop brewing company,hill brewing company,93
5514,pump house brewery,pumphouse brewery,97
5515,flying monkey brewing company,flying bison brewing company,88
5516,utah brewers cooperative,big lamp brewers,86
5517,pivovar regent trebon,pivovar v martine heineken slovensko as,86
5518,de ridder brewery,watson bros bistro brewery,86
5519,magic rock brewing,whale gulch brewing company,86
5520,buffalo brewing co,whale gulch brewing company,86
5521,brasserie artisanale ratz,brasserie meteor,86
5522,la cervesera artesana,la grihete,86
5523,fiftyfifty brewing co,boscos restaurant brewing co memphis,86
5524,perla browary lubelskie sa,simpsons brewing company sa de rl de cv,86
5525,chiltern brewery,watson bros bistro brewery,86
5526,krugher brent,roughneck brewing,67
5527,shenzhen kingway brewery,deka brewery,86
5528,pyraser bier gmbh co kg,boscos restaurant brewing co memphis,86
5529,maverick brewing co,boscos restaurant brewing co memphis,86
5530,drinkin comp ind bebidas e alimentacao sa cintra,malbera sa brauunion romania,86
5531,sapporo breweries ltd,harvey son ltd,86
5532,heineken italia spa,pivovar v martine heineken slovensko as,86
5533,coasters pub biergarten,great dane pub brewing company downtown,86
5534,coddington brewing co,boscos restaurant brewing co memphis,86
5535,privatbrauerei strate detmold,privatbrauerei hosl,86
5536,gordon biersch,gordon biersch brewery restaurant,90
5537,tobiishi kikai sangyo,to l,64
5538,brouwerij west,brouwerij westvleteren sintsixtusabdij van westvleteren,90
5539,landskron brauerei,gatzweiler brauerei dusseldorf,86
5540,country life brewery,deka brewery,86
5541,off the rail brewery,deka brewery,86
5542,heiner brau,st georgs brau gmbh,86
5543,nagisa beer kk,the perfect pear cafe the vermont beer company,86
5544,awa bakushu,streek bieren iwamizawa bakushukan,90
5545,haines brewing company,alpine brewing company,91
5546,cervejaria ashby,cervejaria rasen bier ltda,86
5547,hauff brau,hauffbrau,95
5548,cwmbran brewery,watson bros bistro brewery,86
5549,road trip brewing,whale gulch brewing company,86
5550,west brewing company,west virginia brewing company,95
5551,brasserie du chardon,brasserie du canardou,88
5552,nibble bit tabby,to l,64
5553,elysian brewing company,nelson brewing company,89
5554,muhlfelder brauhaus,furstliches brauhaus ellingen,86
5555,phoenix beverages group,ab group ltd,86
5556,oceanside ale works,the brew kettle taproom smokehouse production works,86
5557,stonecutters brewhouse,brewhouse at whistler high mountain brewing company,86
5558,azumino brewery,watson bros bistro brewery,86
5559,melanie brewing company,lander brewing company,89
5560,ringwood brewery,watson bros bistro brewery,86
5561,kasztelan browar sierpc sa carlsberg,carlsberg sverige ab,86
5562,duggans brewery,watson bros bistro brewery,86
5563,brouwerij het alternatief,brouwerij de eem,86
5564,privatbrauerei schweiger,privatbrauerei schwelm,87
5565,troy pub and brewery,ottos pub and brewery,88
5566,cerveza artesanal barbaroja,cerveza cosaco,86
5567,brouwerij maximus,brouwerij de bie dhellekappelle,86
5568,microbrouwerij achilles,microbrouwerij den triest,75
5569,copper canyon grill brewery,copper canyon brewery,95
5570,gordash brewing company,grays brewing company,91
5571,brasserie michard,brasserie de saintsylvestre,86
5572,devils canyon brewing company,devils backbone brewing company,87
5573,spitalbrauerei regensburg,thurn und taxis regensburg gmbh furstliche brauerei,86
5574,glenwood canyon brewing canyon brew pub,walking man brewing co,86
5575,san francisco brewing company,pisgah brewing co,86
5576,anglo dutch brewery,deka brewery,86
5577,brasserie lacu,brasserie lauth,90
5578,i due mastri,privatbrauerei eibau i sa gmbh,86
5579,bubes brewery,watson bros bistro brewery,86
5580,gulpener bierbrouwerij bv,mongozo bv,86
5581,buckleys beers,academy of fine beers,86
5582,hauffbrau,hauff brau,95
5583,becks sports brewery,deka brewery,86
5584,het klaverblad vof,to l,68
5585,south african breweries plc,boston breweries,86
5586,brauerei grohe gmbh,brauerei gotha gmbh,89
5587,brasserie theillier,brasserie nationale bofferding,86
5588,migration brewing company,grafton brewing company,92
5589,big al brewing,walking man brewing co,86
5590,olde hickory brewery,deka brewery,86
5591,red bell brewery pub,deka brewery,86
5592,weyermann brauerei gmbh,kaltenberg international konig ludwig international gmbh cokg,86
5593,szot microcerveceria,microcerveceria gourmet calavera,86
5594,hangzhou qiandaohu beer co ltd cheerday brewery,watson bros bistro brewery,86
5595,joyful honda co ltd,boscos restaurant brewing co memphis,86
5596,elbrewery co ltd sp z oo,boscos restaurant brewing co memphis,86
5597,brauerei c a veltins gmbh co,kolberg brauerei,86
5598,yellowbelly brewery public house,deka brewery,86
5599,m t barrels restaurant brewery,deka brewery,86
5600,crown brewing,walking man brewing co,86
5601,fabbrica birra busalla,birra korca,86
5602,loddon brewery the,deka brewery,86
5603,bierbrouwerij openluchtmuseum arnhem,bierbrouwerij t vlendam,86
5604,birrificio le baladin,le brassetemps mons microbrasserie le brassetemps,86
5605,snowshoe brewing company,soo brewing company,88
5606,israel beer breweries ltd,harvey son ltd,86
5607,mystic brewery,watson bros bistro brewery,86
5608,puls brau ohg,privatbrauerei burgerbrau naila a wohn ohg,86
5609,seychelles breweries limited sbl,oulton ales limited,86
5610,margaret river ale company,foundry ale works,86
5611,choc beer co petes place,boscos restaurant brewing co memphis,86
5612,seven bridges grille and brewery,deka brewery,86
5613,greens gluten free beers,buckleys beers,86
5614,nagahama roman beer co,boscos restaurant brewing co memphis,86
5615,uncle bucks brewery steakhouse,deka brewery,86
5616,de fontein,bieres de saintlouis,86
5617,goddards brewery,watson bros bistro brewery,86
5618,londoner brew pub the,the perfect pear cafe the vermont beer company,86
5619,marleys brewery and grille,deka brewery,86
5620,bitter creek brewing company,butte creek brewing company,95
5621,day brewing company,ayr brewing company,95
5622,interbeer,potters hotel brewery hunter beer co,80
5623,the blind pig brewery,deka brewery,86
5624,beer station ryogoku,beer station,90
5625,sauber beer,the perfect pear cafe the vermont beer company,86
5626,blacksburg brewing company,pisgah brewing co,86
5627,hartwall helsinki panimo,saimaan panimo,86
5628,flix brewhouse,brownstone restaurant brewhouse,86
5629,carolina beer company,brewhouse at whistler high mountain brewing company,86
5630,suomenlinnan panimo sveaborgs bryggeri,spendrups bryggeri ab,86
5631,schwalm brau privat brauerei fr haa kg,kiesel brau,86
5632,court avenue brewing company,pisgah brewing co,86
5633,maihama beer koubou harvestmoon brewery at rotis house,watson bros bistro brewery,86
5634,klosterbrauerei mallersdorf,klosterbrauerei,90
5635,7venth seventh sun brewery,deka brewery,86
5636,montys brewery,watson bros bistro brewery,86
5637,boss browar witnica sa,browar kiper,86
5638,pivovarsky dvur zvikov,pivovarsky dv367r plze328 purkmistr restaurant,86
5639,brouwerij de smedt brouwerij affligem,bieres de saintlouis,86
5640,maui brewing co,maui brewing co brewpub,90
5641,bryggeriet refsvindinge,rise bryggeri,73
5642,otaru winery beer,the perfect pear cafe the vermont beer company,86
